,DrugBank ID,Name,Type,UniProt ID,UniProt Name,SMILES
10950,DB03597,gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine,SmallMoleculeDrug,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase",[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC=CC=C1I)C(=O)N([H])CC(O)=O)C(O)=O
10951,DB03597,gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine,SmallMoleculeDrug,Q03013,Glutathione S-transferase Mu 4,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC=CC=C1I)C(=O)N([H])CC(O)=O)C(O)=O
10952,DB03597,gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine,SmallMoleculeDrug,O76083,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC=CC=C1I)C(=O)N([H])CC(O)=O)C(O)=O
10953,DB03598,"Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]",SmallMoleculeDrug,P00918,Carbonic anhydrase 2,COC1=CC=CC(=C1)N1C(CN2CCOCC2)=CC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O
10954,DB03600,Capric acid,SmallMoleculeDrug,P0A953,3-oxoacyl-[acyl-carrier-protein] synthase 1,CCCCCCCCCC(O)=O
10955,DB03600,Capric acid,SmallMoleculeDrug,P09958,Furin,CCCCCCCCCC(O)=O
10956,DB03600,Capric acid,SmallMoleculeDrug,Q51911,Peptostreptococcal albumin-binding protein,CCCCCCCCCC(O)=O
10957,DB03600,Capric acid,SmallMoleculeDrug,Q9NZD2,Glycolipid transfer protein,CCCCCCCCCC(O)=O
10958,DB03600,Capric acid,SmallMoleculeDrug,P9WK83,Octanoyltransferase,CCCCCCCCCC(O)=O
10959,DB03600,Capric acid,SmallMoleculeDrug,Q6ZZJ1,Putative uncharacterized protein tcp14,CCCCCCCCCC(O)=O
10960,DB03600,Capric acid,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma,CCCCCCCCCC(O)=O
10961,DB03602,S-benzylglutathione,SmallMoleculeDrug,Q04760,Lactoylglutathione lyase,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC=CC=C1)C(=O)N([H])CC(O)=O)C(O)=O
10962,DB03602,S-benzylglutathione,SmallMoleculeDrug,P08263,Glutathione S-transferase A1,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSCC1=CC=CC=C1)C(=O)N([H])CC(O)=O)C(O)=O
10963,DB03603,Glucaric acid,SmallMoleculeDrug,P0AES2,Glucarate dehydratase,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O
10964,DB03604,Tiratricol,SmallMoleculeDrug,P10828,Thyroid hormone receptor beta,OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1
10965,DB03605,"(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid",SmallMoleculeDrug,P26663,Genome polyprotein,[H][C@@](CC1=CC=CC=C1)(N(CC1=CC(=CC=C1)C(F)(F)F)C(=O)C1=C(Cl)C=C(Cl)C=C1)C(O)=O
10966,DB03606,(S)-Rolipram,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",[H][C@@]1(CNC(=O)C1)C1=CC=C(OC)C(OC2CCCC2)=C1
10967,DB03606,(S)-Rolipram,SmallMoleculeDrug,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",[H][C@@]1(CNC(=O)C1)C1=CC=C(OC)C(OC2CCCC2)=C1
10968,DB03607,[(1R)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,SmallMoleculeDrug,P00780,Subtilisin Carlsberg,CC(=O)N[C@@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)OC[C@H](N)C(O)=O
10969,DB03608,Diminazene,SmallMoleculeDrug,P30044,"Peroxiredoxin-5, mitochondrial",NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1
10970,DB03608,Diminazene,SmallMoleculeDrug,P0A0N4,HTH-type transcriptional regulator QacR,NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1
10971,DB03608,Diminazene,SmallMoleculeDrug,P07477,Trypsin-1,NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1
10972,DB03608,Diminazene,SmallMoleculeDrug,P19801,Amiloride-sensitive amine oxidase [copper-containing],NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1
10973,DB03609,3'-deoxyguanosine,SmallMoleculeDrug,P00491,Purine nucleoside phosphorylase,[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](CO)C[C@H]1O
10974,DB03611,L-2-amino-4-methoxy-cis-but-3-enoic acid,SmallMoleculeDrug,Q00266,S-adenosylmethionine synthase isoform type-1,[H]\C(OC)=C(/[H])[C@]([H])(N)C(O)=O
10975,DB03612,3-Hydroxybutyryl-Coenzyme A,SmallMoleculeDrug,Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",CC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
10976,DB03613,4-hydroxyphenacyl coenzyme A,SmallMoleculeDrug,P56653,4-hydroxybenzoyl-CoA thioesterase,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)C4=CC=C(O)C=C4)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
10978,DB03614,Mecobalamin,SmallMoleculeDrug,Q99707,Methionine synthase,C1(CC[C@@]2([C@@H](CC(N)=O)[C@@]3([C@@]4([N+]5=C([C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C(C)=C4[N+]6=C(C=C7[N+]8=C([C@H](C7(C)C)CCC(N)=O)C(C)=C2N3[Co-3]568([N+]2=CN([C@H]3O[C@@H]([C@@H](OP(O[C@@H](CN1)C)([O-])=O)[C@H]3O)CO)C1=CC(C)=C(C=C21)C)C)[C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C)[H])C)=O
10979,DB03615,Ribostamycin,SmallMoleculeDrug,P0A7S3,30S ribosomal protein S12,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O
10980,DB03615,Ribostamycin,SmallMoleculeDrug,P07237,Protein disulfide-isomerase,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O
10981,DB03615,Ribostamycin,SmallMoleculeDrug,P9WQG9,Aminoglycoside 2'-N-acetyltransferase,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O
10982,DB03615,Ribostamycin,SmallMoleculeDrug,Q9R381,Aminoglycoside N(6')-acetyltransferase type 1,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O
10983,DB03616,Kabiramide C,SmallMoleculeDrug,P68133,"Actin, alpha skeletal muscle",[H]\C(=C(\[H])[C@@]([H])(C)[C@@]([H])(OC)[C@@]([H])(C)C(=O)CC[C@]([H])(C)[C@]([H])(C[C@]1([H])OC(=O)C[C@]([H])(C[C@]([H])(C)C[C@]([H])(O)[C@]([H])(C)[C@@]([H])(OC)C2=COC(=N2)C2=COC(=N2)C2=COC(=N2)\C([H])=C([H])\C[C@]([H])(OC)[C@@]1([H])C)O[C@]([H])(N)O)OC)N(C)CO
10984,DB03619,Deoxycholic acid,SmallMoleculeDrug,P07445,Steroid Delta-isomerase,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
10985,DB03619,Deoxycholic acid,SmallMoleculeDrug,Q8GGK7,Cytochrome C,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
10986,DB03619,Deoxycholic acid,SmallMoleculeDrug,Q7Z2Z2,Elongation factor Tu GTP-binding domain-containing protein 1,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
10987,DB03619,Deoxycholic acid,SmallMoleculeDrug,P54965,Choloylglycine hydrolase,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
10988,DB03619,Deoxycholic acid,SmallMoleculeDrug,P25553,Lactaldehyde dehydrogenase,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
10989,DB03619,Deoxycholic acid,SmallMoleculeDrug,P31224,Multidrug efflux pump subunit AcrB,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
10990,DB03619,Deoxycholic acid,SmallMoleculeDrug,P33517,Cytochrome c oxidase subunit 1,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
10991,DB03619,Deoxycholic acid,SmallMoleculeDrug,Q03736,Cytochrome c oxidase subunit 2,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
10992,DB03619,Deoxycholic acid,SmallMoleculeDrug,Q96RI1,Bile acid receptor,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
10993,DB03619,Deoxycholic acid,SmallMoleculeDrug,P09211,Glutathione S-transferase P,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
10994,DB03619,Deoxycholic acid,SmallMoleculeDrug,Q8TDU6,G-protein coupled bile acid receptor 1,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C
10995,DB03621,"L-709,587",SmallMoleculeDrug,P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A,[H]\C(=C(\C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@]([H])(C[C@@]2([H])C)OC)[C@]([H])(C[C@@]([H])(C)[C@]([H])(O)\C(C)=C([H])\[C@@]([H])(CC)C(=O)C[C@]([H])(O)[C@@]1([H])C)OC)[C@]1([H])CC[C@@]([H])(OC2=CC=C3N(C)C=CC3=C2)[C@@]([H])(C1)OC
10996,DB03622,"5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione",SmallMoleculeDrug,P22894,Neutrophil collagenase,OCCC1CCN(CC1)[C@@]1(C(=O)NC(O)=NC1=O)C1=CC=CC=C1
10997,DB03623,"9-(4-Hydroxyphenyl)-2,7-Phenanthroline",SmallMoleculeDrug,P53779,Mitogen-activated protein kinase 10,OC1=CC=C(C=C1)C1=CC2=C(C=CC3=C2C=NC=C3)N=C1
10998,DB03624,7-(Carboxyamino)-8-Amino-Nonanoic Acid,SmallMoleculeDrug,P13000,ATP-dependent dethiobiotin synthetase BioD 1,C[C@H](N)[C@@H](CCCCCC(O)=O)NC(O)=O
10999,DB03626,"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione",SmallMoleculeDrug,P15559,NAD(P)H dehydrogenase [quinone] 1,COC1=CC(=O)C2=C(C(COC3=CC=CC=C3)=C(C)N2C)C1=O
11000,DB03627,Adamantane,SmallMoleculeDrug,P00183,Camphor 5-monooxygenase,C1C2CC3CC1CC(C2)C3
11001,DB03628,ISO24,SmallMoleculeDrug,P12931,Proto-oncogene tyrosine-protein kinase Src,CCC1=CC=C(NC(=O)P(O)(O)=O)C=C1
11002,DB03629,Pyridoxal-5'-Phosphate-N-Oxide,SmallMoleculeDrug,P00509,Aspartate aminotransferase,CC1=C(O)C(C=O)=C(COP(O)(O)=O)C=[N+]1[O-]
11003,DB03631,"3-(4-hydroxy-3-imino-6-oxo-cyclohexa-1,4-dienyl)-alanine",SmallMoleculeDrug,P46883,Primary amine oxidase,[H]N=C1C=C(C[C@H](N)C(O)=O)C(=O)C=C1O
11004,DB03632,Argifin,SmallMoleculeDrug,Q13231,Chitotriosidase-1,CNC(=O)NC(=N)NCCC[C@@H]1NC(=O)[C@@H](C)NC(=O)C[C@H](NC(=O)C[C@H](NC(=O)[C@H](CC2=CC=CC=C2)N(C)C1=O)C(O)=O)C(O)=O
11005,DB03632,Argifin,SmallMoleculeDrug,Q873X9,Endochitinase B1,CNC(=O)NC(=N)NCCC[C@@H]1NC(=O)[C@@H](C)NC(=O)C[C@H](NC(=O)C[C@H](NC(=O)[C@H](CC2=CC=CC=C2)N(C)C1=O)C(O)=O)C(O)=O
11006,DB03633,Lpc-Ether,SmallMoleculeDrug,P17900,Ganglioside GM2 activator,CCCCCCCCCCCCCCCCCCOC[C@@H](O)CO[P@@](O)(=O)OCC[N+](C)(C)C
11007,DB03633,Lpc-Ether,SmallMoleculeDrug,P04054,Phospholipase A2,CCCCCCCCCCCCCCCCCCOC[C@@H](O)CO[P@@](O)(=O)OCC[N+](C)(C)C
11008,DB03635,Ethanesulfonic acid,SmallMoleculeDrug,P02775,Platelet basic protein,CCS(O)(=O)=O
11009,DB03635,Ethanesulfonic acid,SmallMoleculeDrug,O31156,Phosphonoacetaldehyde hydrolase,CCS(O)(=O)=O
11010,DB03636,Glycinamide,SmallMoleculeDrug,P22894,Neutrophil collagenase,NCC(N)=O
11011,DB03637,Guanidine-3-propanol,SmallMoleculeDrug,P35030,Trypsin-3,[H]N([H])C(N([H])[H])=[N+]([H])CCCO
11012,DB03639,1-Guanidinium-7-Aminoheptane,SmallMoleculeDrug,P49366,Deoxyhypusine synthase,NCCCCCCCNC(N)N
11013,DB03640,Beta-Hydroxyaspartic Acid,SmallMoleculeDrug,P62594,Beta-lactamase TEM,N[C@@H]([C@@H](O)C(O)=O)C(O)=O
11014,DB03641,"2'-deoxyuridine 5'-alpha,beta-imido-diphosphate",SmallMoleculeDrug,Q0P8G4,DUTPase,[H]N(P(O)(O)=O)P(O)(=O)OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)N([H])C1=O
11015,DB03642,N-[(2S)-4-Methyl-1-oxo-1-{[(4S)-3-oxo-1-(2-pyridinylsulfonyl)-4-azepanyl]amino}-2-pentanyl]-1-benzofuran-2-carboxamide,SmallMoleculeDrug,P43235,Cathepsin K,CC(C)C[C@H](NC(=O)C1=CC2=C(O1)C=CC=C2)C(=O)N[C@H]1CCCN(CC1=O)S(=O)(=O)C1=CC=CC=N1
11016,DB03643,CRA_1144,SmallMoleculeDrug,P07477,Trypsin-1,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC=CC=C1[O-]
11017,DB03643,CRA_1144,SmallMoleculeDrug,P05981,Serine protease hepsin,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC=CC=C1[O-]
11018,DB03644,3-hydroxyanthranilic acid,SmallMoleculeDrug,Q51792,"Trans-2,3-dihydro-3-hydroxyanthranilate isomerase",NC1=C(O)C=CC=C1C(O)=O
11019,DB03645,Phosphonoacetohydroxamic Acid,SmallMoleculeDrug,P13929,Beta-enolase,ONC(=O)CP(O)(O)=O
11020,DB03647,3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid,SmallMoleculeDrug,P26660,Genome polyprotein,CC(C)N(C(=O)C1=CC=C(C)C=C1)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O
11021,DB03648,"(2S,2'S)-2,2'-(1,2-Hydrazinediylbis{methylene[(2S)-1-oxo-2,1-hexanediyl]imino})bis(6-amino-N-phenylhexanamide)",SmallMoleculeDrug,Q8I372,Peptide deformylase,[H]N([H])CCCC[C@H](N([H])C(=O)[C@@H](CCCC)CN([H])N([H])C[C@@H](CCCC)C(=O)N([H])[C@@H](CCCCN([H])[H])C(=O)N([H])C1=CC=CC=C1)C(=O)N([H])C1=CC=CC=C1
11022,DB03649,"[{(5-Chloro-2-Pyridinyl)Amino} Methylene]-1,1-Bisphosphonate",SmallMoleculeDrug,P45568,1-deoxy-D-xylulose 5-phosphate reductoisomerase,OP(O)(=O)C(NC1=CC=C(Cl)C=N1)P(O)(O)=O
11023,DB03650,(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One,SmallMoleculeDrug,P11309,Serine/threonine-protein kinase pim-1,OC1=CC=C(C=C1)\N=C1/C(=O)NC2=CC=CC=C12
11024,DB03651,Picric acid,SmallMoleculeDrug,P71278,Pentaerythritol tetranitrate reductase,OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
11025,DB03652,beta-D-Galactopyranuronic acid,SmallMoleculeDrug,Q9KWT6,AlgQ1,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O
11026,DB03652,beta-D-Galactopyranuronic acid,SmallMoleculeDrug,Q9KWT5,AlgQ2,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O
11027,DB03654,"S,S-Propylthiocysteine",SmallMoleculeDrug,P22262,Listeriolysin regulatory protein,[H][C@](N)(CSSCCC)C=O
11028,DB03654,"S,S-Propylthiocysteine",SmallMoleculeDrug,P00644,Thermonuclease,[H][C@](N)(CSSCCC)C=O
11029,DB03657,1-deoxy-1-methoxycarbamido-beta-D-glucopyranose,SmallMoleculeDrug,P11217,"Glycogen phosphorylase, muscle form",COC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
11030,DB03658,"(2R,4S)-2-[(1R)-1-{[(2R)-2-Amino-2-(4-hydroxyphenyl)acetyl]amino}-2-oxoethyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylic acid",SmallMoleculeDrug,P00811,Beta-lactamase,[H]N([H])[C@@H](C(=O)N([H])[C@H](C=O)[C@@]1([H])SC(C)(C)[C@@H](N1[H])C(O)=O)C1=CC=C(O)C=C1
11031,DB03659,Butylamine,SmallMoleculeDrug,P0DJ06,Candidapepsin-2,CCCCN
11032,DB03660,4-Iodo-L-phenylalanine,SmallMoleculeDrug,P00720,Endolysin,[H][C@](N)(CC1=CC=C(I)C=C1)C(O)=O
11033,DB03660,4-Iodo-L-phenylalanine,SmallMoleculeDrug,P42790,Pseudomonalisin,[H][C@](N)(CC1=CC=C(I)C=C1)C(O)=O
11034,DB03660,4-Iodo-L-phenylalanine,SmallMoleculeDrug,P27487,Dipeptidyl peptidase 4,[H][C@](N)(CC1=CC=C(I)C=C1)C(O)=O
11035,DB03660,4-Iodo-L-phenylalanine,SmallMoleculeDrug,P80561,Aminopeptidase S,[H][C@](N)(CC1=CC=C(I)C=C1)C(O)=O
11036,DB03661,L-cysteic acid,SmallMoleculeDrug,P0A6R0,3-oxoacyl-[acyl-carrier-protein] synthase 3,N[C@@H](CS(O)(=O)=O)C(O)=O
11037,DB03661,L-cysteic acid,SmallMoleculeDrug,P18031,Tyrosine-protein phosphatase non-receptor type 1,N[C@@H](CS(O)(=O)=O)C(O)=O
11038,DB03661,L-cysteic acid,SmallMoleculeDrug,P12256,Penicillin acylase,N[C@@H](CS(O)(=O)=O)C(O)=O
11039,DB03661,L-cysteic acid,SmallMoleculeDrug,O34667,S-ribosylhomocysteine lyase,N[C@@H](CS(O)(=O)=O)C(O)=O
11040,DB03661,L-cysteic acid,SmallMoleculeDrug,P30305,M-phase inducer phosphatase 2,N[C@@H](CS(O)(=O)=O)C(O)=O
11041,DB03661,L-cysteic acid,SmallMoleculeDrug,P04531,Deoxynucleotide monophosphate kinase,N[C@@H](CS(O)(=O)=O)C(O)=O
11042,DB03661,L-cysteic acid,SmallMoleculeDrug,P07711,Cathepsin L1,N[C@@H](CS(O)(=O)=O)C(O)=O
11043,DB03661,L-cysteic acid,SmallMoleculeDrug,Q05514,Methylaspartate ammonia-lyase,N[C@@H](CS(O)(=O)=O)C(O)=O
11044,DB03661,L-cysteic acid,SmallMoleculeDrug,Q9K2N0,Beta-lactamase VIM-2,N[C@@H](CS(O)(=O)=O)C(O)=O
11045,DB03661,L-cysteic acid,SmallMoleculeDrug,Q9X0G9,Ribose 5-phosphate isomerase B,N[C@@H](CS(O)(=O)=O)C(O)=O
11046,DB03661,L-cysteic acid,SmallMoleculeDrug,Q5MYR6,1-cys peroxiredoxin,N[C@@H](CS(O)(=O)=O)C(O)=O
11047,DB03661,L-cysteic acid,SmallMoleculeDrug,P43522,Peptide deformylase,N[C@@H](CS(O)(=O)=O)C(O)=O
11048,DB03661,L-cysteic acid,SmallMoleculeDrug,Q9H4G4,Golgi-associated plant pathogenesis-related protein 1,N[C@@H](CS(O)(=O)=O)C(O)=O
11049,DB03661,L-cysteic acid,SmallMoleculeDrug,Q9X0P2,Uncharacterized protein,N[C@@H](CS(O)(=O)=O)C(O)=O
11051,DB03662,Vitamin B6 Complexed with 2-Amino-Pentanoic Acid,SmallMoleculeDrug,P00509,Aspartate aminotransferase,CCC[C@H](NCC1=C(O)C(C)=NC=C1COP(O)(O)=O)C(O)=O
11052,DB03663,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",SmallMoleculeDrug,P24941,Cyclin-dependent kinase 2,CC(C)C(=O)COC1=NC(N)=NC2=C1NC=N2
11053,DB03664,P1-(adenosine-5'-P5-(uridine-5')pentaphosphate,SmallMoleculeDrug,P30085,UMP-CMP kinase,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=CC(=O)N([H])C4=O)[C@@H](O)[C@H]3O)C2=NC=N1
11054,DB03666,Zidovudine monophosphate,SmallMoleculeDrug,P9WKE1,Thymidylate kinase,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O
11056,DB03667,Acetic Acid Salicyloyl-Amino-Ester,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,CC(=O)ONC(=O)C1=C(O)C=CC=C1
11057,DB03668,6-oxouridine 5'-phosphate,SmallMoleculeDrug,P08244,Orotidine 5'-phosphate decarboxylase,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)CC(=O)NC1=O
11058,DB03669,4-Fluorophenethyl Alcohol,SmallMoleculeDrug,P00720,Endolysin,OCCC1=CC=C(F)C=C1
11059,DB03670,"2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid",SmallMoleculeDrug,P18031,Tyrosine-protein phosphatase non-receptor type 1,OC(=O)C(=O)NC1=C(C(O)=O)C2=C(CNCC2)S1
11060,DB03672,9-N-Phenylmethylamino-Tacrine,SmallMoleculeDrug,P06276,Cholinesterase,C(NC1=C2C=CC=CC2=NC2=C1CCCC2)C1=CC=CC=C1
11061,DB03673,beta-2-Thienyl-L-alanine,SmallMoleculeDrug,P00439,Phenylalanine-4-hydroxylase,N[C@@H](CC1=CC=CS1)C(O)=O
11062,DB03676,Cystein-S-Yl Cacodylate,SmallMoleculeDrug,P12497,Gag-Pol polyprotein,[H][C@](N)(CS[As](C)(C)=O)C(O)=O
11063,DB03676,Cystein-S-Yl Cacodylate,SmallMoleculeDrug,Q47NK3,"Proteinase inhibitor I4, serpin",[H][C@](N)(CS[As](C)(C)=O)C(O)=O
11064,DB03677,N-Cyclohexyl-N'-Decylurea,SmallMoleculeDrug,P34913,Bifunctional epoxide hydrolase 2,CCCCCCCCCCNC(=O)NC1CCCCC1
11065,DB03679,2-Hydroxy-Tryptophan,SmallMoleculeDrug,Q46444,Quinohemoprotein ethanol dehydrogenase type-1,[H][C@](N)(CC1=C(O)NC2=CC=CC=C12)C(O)=O
11066,DB03680,Tartronate,SmallMoleculeDrug,P23368,"NAD-dependent malic enzyme, mitochondrial",OC(C([O-])=O)C([O-])=O
11067,DB03680,Tartronate,SmallMoleculeDrug,Q16798,"NADP-dependent malic enzyme, mitochondrial",OC(C([O-])=O)C([O-])=O
11068,DB03683,2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid,SmallMoleculeDrug,P14780,Matrix metalloproteinase-9,[H][C@@](CC(C)C)(CN(O)C=O)C(O)=O
11069,DB03685,Uridine monophosphate,SmallMoleculeDrug,P15291,"Beta-1,4-galactosyltransferase 1",O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
11070,DB03685,Uridine monophosphate,SmallMoleculeDrug,P09148,Galactose-1-phosphate uridylyltransferase,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
11071,DB03685,Uridine monophosphate,SmallMoleculeDrug,P00469,Thymidylate synthase,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
11072,DB03685,Uridine monophosphate,SmallMoleculeDrug,P41007,Bifunctional protein PyrR,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
11073,DB03685,Uridine monophosphate,SmallMoleculeDrug,P77398,Bifunctional polymyxin resistance protein ArnA,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
11074,DB03685,Uridine monophosphate,SmallMoleculeDrug,Q96AZ6,Interferon-stimulated gene 20 kDa protein,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
11075,DB03685,Uridine monophosphate,SmallMoleculeDrug,P25971,Orotidine 5'-phosphate decarboxylase,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
